RACK_TYPE,BIKE_COUNT,LAT,LNG
Converted Parking Meter,2.0,39.9477112688,-75.1576091981
Staple or Inverted-U,5.0,39.9475973911,-75.1576349996
Converted Parking Meter,5.0,39.947579725,-75.1576385159
Staple or Inverted-U,5.0,39.9474218162,-75.1576793461
Converted Parking Meter,5.0,39.9473994392,-75.1576838007
Staple or Inverted-U,10.0,39.9479113483,-75.1574660067
Converted Parking Meter,2.0,39.9471958745,-75.1577258889
Converted Parking Meter,2.0,39.9468029724,-75.1577978353
Converted Parking Meter,2.0,39.9464376045,-75.1578783953
Converted Parking Meter,2.0,39.9463032487,-75.1579145365
Staple or Inverted-U,4.0,39.9461970743,-75.1579341045
Converted Parking Meter,4.0,39.9462170949,-75.1579301192
Converted Parking Meter,2.0,39.9428728374,-75.1585691582
School Yard,10.0,39.9428842047,-75.1586655525
Staple or Inverted-U,2.0,39.9427249864,-75.1586032835
Staple or Inverted-U,4.0,39.9427356315,-75.1586935572
School Yard,3.0,39.9420029483,-75.1587563889
Converted Parking Meter,2.0,39.9449310662,-75.1565183971
Converted Parking Meter,2.0,39.9452837277,-75.156450697
Converted Parking Meter,2.0,39.946270988,-75.1562366153
Converted Parking Meter,2.0,39.946656412,-75.1561523673
Converted Parking Meter,2.0,39.9467880278,-75.1561236588
Converted Parking Meter,4.0,39.9446608654,-75.1550287184
Converted Parking Meter,2.0,39.9445276549,-75.1550602505
Converted Parking Meter,2.0,39.9444261886,-75.1550829578
Staple or Inverted-U,2.0,39.941741708,-75.1540539491
Converted Parking Meter,2.0,39.9508143784,-75.1520804527
Converted Parking Meter,2.0,39.9505675311,-75.1521296141
Staple or Inverted-U,2.0,39.9502969439,-75.152108327
Converted Parking Meter,2.0,39.9501834161,-75.1522086173
Staple or Inverted-U,2.0,39.9498098491,-75.1522217251
Converted Parking Meter,2.0,39.9491605364,-75.1524293436
Converted Parking Meter,2.0,39.9491681532,-75.1540675649
Converted Parking Meter,2.0,39.9494992796,-75.1539828362
Converted Parking Meter,2.0,39.9502835399,-75.1538360658
Converted Parking Meter,2.0,39.9505588583,-75.1537687119
Staple or Inverted-U,2.0,39.9508364817,-75.153608495
Staple or Inverted-U,2.0,39.9514873586,-75.153557191
Staple or Inverted-U,2.0,39.9515248148,-75.1534557609
Staple or Inverted-U,2.0,39.9518375438,-75.1533887857
Converted Parking Meter,2.0,39.9525526663,-75.1532485677
Staple or Inverted-U,6.0,39.9537923922,-75.1530492919
School Yard,26.0,39.9546632433,-75.1528783645
Converted Parking Meter,2.0,39.955055788,-75.1543915114
Converted Parking Meter,2.0,39.9548137262,-75.1544321954
Converted Parking Meter,2.0,39.954372062,-75.1545301696
Converted Parking Meter,2.0,39.9542363896,-75.154557186
Converted Parking Meter,2.0,39.9539303978,-75.1546281414
Staple or Inverted-U,2.0,39.9532081034,-75.1547995342
Staple or Inverted-U,2.0,39.9530586634,-75.1548242798
Staple or Inverted-U,4.0,39.9518332496,-75.1550958476
Converted Parking Meter,2.0,39.9511107256,-75.1551344642
Staple or Inverted-U,2.0,39.9508971579,-75.1553022812
Staple or Inverted-U,2.0,39.9505767121,-75.1552833922
Staple or Inverted-U,2.0,39.9502705386,-75.1554345641
Staple or Inverted-U,2.0,39.9494700116,-75.1555313058
Converted Parking Meter,2.0,39.9494269308,-75.1556075401
 Wave,10.0,39.9491302072,-75.1556916754
 Wave,5.0,39.9493584883,-75.1572349026
Converted Parking Meter,2.0,39.9493593854,-75.1571770914
Converted Parking Meter,2.0,39.9501342624,-75.1570754523
Staple or Inverted-U,2.0,39.9512364992,-75.1567733216
Converted Parking Meter,2.0,39.9513885231,-75.1568031961
Converted Parking Meter,2.0,39.9514434577,-75.1567947648
Staple or Inverted-U,2.0,39.9500996508,-75.1618528485
Staple or Inverted-U,2.0,39.9504328494,-75.1618541961
Converted Parking Meter,2.0,39.9505275391,-75.1618353514
Converted Parking Meter,2.0,39.9505753738,-75.161823953
Staple or Inverted-U,2.0,39.9531891867,-75.161260531
Staple or Inverted-U,6.0,39.9539430476,-75.1594960309
Other,4.0,39.9550781135,-75.1608833214
Other,4.0,39.9549571611,-75.1592847663
Staple or Inverted-U,4.0,39.9536538054,-75.1594677762
Staple or Inverted-U,2.0,39.9536192614,-75.1595673727
Staple or Inverted-U,2.0,39.9517310167,-75.1598931045
Staple or Inverted-U,2.0,39.9514688026,-75.159942791
Staple or Inverted-U,2.0,39.9507124457,-75.1601033585
Converted Parking Meter,2.0,39.9505658581,-75.1602177326
Converted Parking Meter,2.0,39.950322231,-75.160196059
Converted Parking Meter,2.0,39.9499314399,-75.1602838623
Converted Parking Meter,2.0,39.9496958947,-75.1603307431
Staple or Inverted-U,2.0,39.949517499,-75.1588176682
Staple or Inverted-U,2.0,39.9498165343,-75.1587531326
Staple or Inverted-U,2.0,39.9500725169,-75.1586996731
Converted Parking Meter,2.0,39.950299689,-75.1585817841
Converted Parking Meter,2.0,39.9505893023,-75.1585191222
Converted Parking Meter,2.0,39.9507690451,-75.1584733197
Staple or Inverted-U,4.0,39.9513491365,-75.1583553385
Staple or Inverted-U,2.0,39.9514665126,-75.158402138
Converted Parking Meter,2.0,39.9520300859,-75.1582749146
Converted Parking Meter,4.0,39.9521544843,-75.1581849974
Converted Parking Meter,4.0,39.9540746523,-75.1577701623
Converted Parking Meter,2.0,39.9547721658,-75.1576012267
Converted Parking Meter,2.0,39.9551059841,-75.1575372749
Converted Parking Meter,2.0,39.9550578604,-75.1560006462
Converted Parking Meter,2.0,39.9545951778,-75.1561002887
Street Corral,2.0,39.9541939496,-75.1561977184
Converted Parking Meter,2.0,39.9539958049,-75.1562346642
Converted Parking Meter,2.0,39.9530682661,-75.1564318679
Converted Parking Meter,2.0,39.9528901199,-75.1564748535
Converted Parking Meter,2.0,39.9500464346,-75.1506143005
Staple or Inverted-U,4.0,39.9493128899,-75.151017251
Converted Parking Meter,2.0,39.9493511962,-75.1513674846
Staple or Inverted-U,2.0,39.9492726042,-75.1513909679
Staple or Inverted-U,2.0,39.9488316506,-75.1509228134
Converted Parking Meter,2.0,39.9481882112,-75.1510627112
Converted Parking Meter,2.0,39.9478059083,-75.1511427675
Converted Parking Meter,2.0,39.9427238486,-75.1522292314
Converted Parking Meter,2.0,39.9424754765,-75.1523053116
Converted Parking Meter,2.0,39.9424229358,-75.1523095101
Staple or Inverted-U,2.0,39.9419558411,-75.1523962575
Staple or Inverted-U,2.0,39.9419488098,-75.1523162268
Staple or Inverted-U,2.0,39.9417831739,-75.152424376
Staple or Inverted-U,4.0,39.9412642785,-75.1524807219
Staple or Inverted-U,2.0,39.9412890696,-75.1525478196
Converted Parking Meter,2.0,39.9410331929,-75.150992108
Converted Parking Meter,2.0,39.9411824949,-75.1509498475
Staple or Inverted-U,2.0,39.9413406687,-75.1509214804
Converted Parking Meter,2.0,39.9413376248,-75.150834393
Staple or Inverted-U,2.0,39.9414267697,-75.150813507
Converted Parking Meter,2.0,39.9414691328,-75.1508865014
Staple or Inverted-U,2.0,39.941604302,-75.1508470543
Converted Parking Meter,2.0,39.9417409163,-75.1508198484
Converted Parking Meter,2.0,39.9416612272,-75.15075742
Converted Parking Meter,2.0,39.9420683176,-75.1507546459
Converted Parking Meter,2.0,39.9420824842,-75.1506703934
Converted Parking Meter,2.0,39.942206926,-75.150723909
Converted Parking Meter,2.0,39.9425120461,-75.1506537484
Staple or Inverted-U,2.0,39.942704828,-75.1506122228
Converted Parking Meter,2.0,39.942697073,-75.1505260712
Street Corral,4.0,39.9448048183,-75.1500624379
Street Corral,6.0,39.9455666635,-75.15000153
Staple or Inverted-U,6.0,39.9468241386,-75.1496257833
Staple or Inverted-U,4.0,39.9496604045,-75.1490639574
Staple or Inverted-U,2.0,39.9497537094,-75.1490579005
Staple or Inverted-U,4.0,39.9501207907,-75.148981645
Staple or Inverted-U,8.0,39.9501033107,-75.147362579
Staple or Inverted-U,2.0,39.9497972818,-75.1474454747
Staple or Inverted-U,4.0,39.9495425379,-75.1474930932
Staple or Inverted-U,2.0,39.9493358135,-75.1475186158
Staple or Inverted-U,2.0,39.9492153584,-75.1474580406
Staple or Inverted-U,4.0,39.9489553541,-75.147522368
Converted Parking Meter,6.0,39.9485782547,-75.1477384462
Converted Parking Meter,6.0,39.9481997583,-75.1478201122
Converted Parking Meter,6.0,39.9479216329,-75.1478943115
Converted Parking Meter,2.0,39.9423242778,-75.149062521
Staple or Inverted-U,4.0,39.9420851431,-75.149038117
Staple or Inverted-U,4.0,39.9420121252,-75.1490526606
Staple or Inverted-U,4.0,39.9419276924,-75.149072609
Converted Parking Meter,2.0,39.9416660214,-75.1492249499
Converted Parking Meter,2.0,39.9412636082,-75.1493082308
Staple or Inverted-U,2.0,39.9412891897,-75.1492185743
Staple or Inverted-U,2.0,39.9411683092,-75.1493178161
Converted Parking Meter,4.0,39.9411289893,-75.1493319113
Converted Parking Meter,4.0,39.9410849585,-75.1493469452
Converted Parking Meter,6.0,39.9411301053,-75.149259655
Converted Parking Meter,6.0,39.9410712201,-75.149271383
Converted Parking Meter,6.0,39.9409962081,-75.1492894556
Converted Parking Meter,2.0,39.9409154022,-75.1492992856
Staple or Inverted-U,2.0,39.9409046759,-75.1493922477
Staple or Inverted-U,2.0,39.9408309363,-75.1494006706
Staple or Inverted-U,2.0,39.9410840035,-75.1476433741
Wave,4.0,39.9482603968,-75.1460664992
Converted Parking Meter,2.0,39.948963213,-75.1459139399
Staple or Inverted-U,2.0,39.9491324092,-75.1459585351
Converted Parking Meter,2.0,39.9492357155,-75.1458533804
Staple or Inverted-U,6.0,39.9496939023,-75.145834131
Converted Parking Meter,2.0,39.9498399666,-75.1457235867
Staple or Inverted-U,2.0,39.9500151763,-75.1456761473
Converted Parking Meter,2.0,39.9477182647,-75.151453162
Converted Parking Meter,2.0,39.9477669122,-75.1519145575
Converted Parking Meter,2.0,39.9478628716,-75.1525644856
Staple or Inverted-U,2.0,39.9479343727,-75.153121561
Staple or Inverted-U,2.0,39.947766653,-75.1531875353
Converted Parking Meter,2.0,39.9467995062,-75.1534903735
Converted Parking Meter,2.0,39.9468550181,-75.153486837
Converted Parking Meter,2.0,39.946933901,-75.1540574682
Converted Parking Meter,2.0,39.946974467,-75.1544177331
Converted Parking Meter,2.0,39.9480620336,-75.1541711138
Converted Parking Meter,2.0,39.9480383827,-75.1539052001
Converted Parking Meter,2.0,39.9479814756,-75.1534554716
Converted Parking Meter,2.0,39.9479661551,-75.1533582912
Staple or Inverted-U,2.0,39.9481502765,-75.1548701917
Converted Parking Meter,2.0,39.9481664023,-75.1551050289
Staple or Inverted-U,2.0,39.9481670633,-75.1558791771
Converted Parking Meter,2.0,39.9479572172,-75.1558332546
Converted Parking Meter,2.0,39.9476845499,-75.155925127
Converted Parking Meter,2.0,39.9474627749,-75.1559742912
Staple or Inverted-U,2.0,39.9471345013,-75.1556437428
Converted Parking Meter,2.0,39.9470640512,-75.155667791
Converted Parking Meter,2.0,39.9470312853,-75.1553736288
Converted Parking Meter,2.0,39.9469896106,-75.1549058394
Converted Parking Meter,2.0,39.9467535151,-75.1545719778
Converted Parking Meter,2.0,39.946535221,-75.1546179469
Converted Parking Meter,2.0,39.9457692039,-75.1551697545
Converted Parking Meter,2.0,39.9458031327,-75.1554574166
Staple or Inverted-U,2.0,39.9458125359,-75.1554962619
Staple or Inverted-U,2.0,39.9458133338,-75.155533688
Converted Parking Meter,2.0,39.945819926,-75.1555793566
